"Title","Body","Classification","NID","TID","Rank"
"<a href=""/node/659"">Levinsenia Mesnil 1897</a>"," <p>There are two species recorded from off the Falkland Islands</p>
<p><em>Levinsenia acutibranchiata</em> (Strelzov, 1973)</p>
<p><em>Levinsenia antarctica</em> (Strelzov, 1973)</p>
<p></p>


 ","Levinsenia Mesnil 1897","659","204","Genus"
"<a href=""/node/658"">Aricidea Webster, 1879</a>"," <p>There are six species of <em>Aricidea </em> recorded from off the Falkland Islands</p>
<p></p>
<p>Aricidea (Acesta) assimilis Tebble, 1959 sensu Strelzov, 1973</p>
<p>Aricidea (Acmira) simplex Day, 1963 (sensu Blake, 1996) </p>
<p>Aricidea (Allia) antarctica Hartmann-Schröder & Rosenfeldt, 1988</p>
<p>Aricidea (Allia) cf. antennata Annenkova, 1934 </p>
<p>Aricidea (Allia) cf. ramosa Annenkova, 1934</p>
<p>Aricidea pisanoi Montiel and Hilbig, 2004</p>
<p></p>


 ","Aricidea Webster, 1879","658","197","Genus"
"<a href=""/node/657"">Scoloplos (Leodamas) Kinberg, 1865</a>"," <p><strong><em>Scoloplos </em><strong>(<em>Leodamas) </em>Kinberg, 1865</strong></strong></p>
<p><strong><em>Scoloplos (Leodamas) </em>sp. 1</strong></p>
<p><strong>Voucher specimen.</strong> Inflex: Station 1MFB.</p>
<p><strong>Diagnosis.</strong> Moderately sized species; voucher incomplete 10.5mm long and 1mm wide for 35 chaetigers; thorax anteriorly wide, dorsoventrally flattened, narrowing posteriorly; abdomen cylindrical. Colour in alcohol dark yellow.<br />
	Prostomium, short, sharply conical. Thorax with 11 chaetigers; branchiae from chaetiger 6 until end of fragment, strap-like, wide basally, narrowing into thin tip distally (Plate 1a). Notopodial postchaetal lobes with slender digitate-triangular lobe, getting progressively longer over the first 5 chaetigers. Thoracic notochaetae crenulated capillaries. Thoracic neurochaetae modified spines only; thick, short, distally bent, with blunt tip with transverse ridges, straw-coloured, arranged distinctly in 4 rows.<br />
	Abdomen from chaetiger 12. Notopodial lobe similar to ones in thorax. Inter-ramal cirrus absent. Neuropodial postchaetel lobes robust, distally somewhat bi-lobed with one short, blunt lobe and one long, tapering lobe (longer lobe can be bent) with thick, projecting acicula. Small digitiform ventral cirrus present. Abdominal notochaetae long capillaries. Abdominal neurochaetae long capillaries and forked chaetae with tines widely separated. Pygidium not observed.</p>
<p><strong>Remarks.</strong> FI specimens are closest to <em>Scoloplos (Leodamas) marginatus</em>  Ehlers, 1897 in having a rather short thorax with 11 chaetiges (other know species from the area  <em>S. (L.) tribulosus</em>, <em>S. (L.) cirratus</em>  and <em>S. (L.) ohlini</em> have longer thorax with 27, 27 and 20-21 chatigers respectively). However Ehlers (1897) as well as Monro reported spines of thoracic region arranged consistently in 3 rows in S. <em>(L.) marginatus, </em>while these are arranged in 4 rows in FI specimen. Additionally, characters derived from abdominal parapodia are also different (see comparative Fig. 1). Falkland Islands specimens likely represent a new species, but more specimens, as well as more complete specimens will be necessary in order to formally describe this species.</p>
<p><strong>Distribution.</strong> Falkland Islands (slope depths ~1000m).</p>


 ","Scoloplos (Leodamas) Kinberg, 1865","657","251","Genus"
"<a href=""/node/656"">Phylo Kinberg, 1866</a>"," <p><strong><em>Phylo</em> Kinberg, 1866</strong> </p>
<p>Two species of <em>Phyo</em> have been recorded from off the Falkland Islands:</p>
<p>
	<em>Phylo</em> cf. <em>felix</em> Kinberg, 1866 <br /><em>Phylo felix heterosetosa</em> Hartmann-Schröder, 1965</p>


 ","Phylo Kinberg, 1866","656","253","Genus"
"<a href=""/node/655"">Ophelina Ørsted, 1843</a>"," <p><strong><em>Ophelina </em>Ørsted, 1843</strong></p>
<p>Five species of Ophelina have been recorded off the Falkland Islands:</p>
<p><em>Ophelina breviata</em> (Ehlers, 1913)</p>
<p><em>Ophelina </em>cf. <em>cylindricaudata</em> (Hansen, 1878, <em>sensu</em> Hartmann-Schröder and Rosenfeldt, 1989)</p>
<p><em>Ophelina farallonensis Blake 2000</em></p>
<p><em>Ophelina scaphigera</em> Ehlers, 1900</p>
<p><em>Ophelina syringopyge (Ehlers, 1901)</em></p>


 ","Ophelina Ørsted, 1843","655","190","Genus"
"<a href=""/node/654"">Leitoscoloplos Day, 1977</a>"," <p><strong>Genus</strong> <strong><em>Leitoscoloplos</em> Day, 1977</strong></p>
<p><strong><em>Leitoscoloplos </em>sp.1</strong></p>
<p>	<strong>Vouchers specimens.</strong> Sea Lion: Station MFC1, Station 60MFA, Station 66MFC</p>
<p><strong>Diagnosis.</strong> Vouchers three incomplete specimens, 6-9 mm long and 0.6-0.8 mm wide for 36-45 chaetigers; body cylindrical, narrowing posteriorly (Plate 1a). Colour in alcohol pale to dark yellow.<br />
	Prostomium small, sharply conical (Plate 1b). Thorax with 9 chaetigers; notopodial and neuropodial postchaetal lobes very short, knob-like in chaetiger 1-2 (Plate 1e); notochaetal lobes on chaetigers 3 - 9 digitate (Plate 1e), become long and slender (Plate 1e); neuropodial lobes on chaetigers 3 – 9 mammiform (most pronounced on chaetigers 7 – 9) (Plate 1e); no subpodal or ventral papillae. All thoracic chaetae crenulated capillaries; in thoracic chaetigers few (10-20, size dependent), arranged in single row; numerous, arranged in 2 rows in neuropodia. Abdominal notochaetae included both crenulated capillaries and forked setae, with long weakly crenulated capillaries in abdominal neuropodia.<br />
	All chaetae crenulated capillaries, few (10-20, size dependent) in notopodial, arranged in single row; arranged in 2 rows in neuropodia.<br />
	Branchiae from chaetiger 17 or 18 (Plate 1f), initially small, inconspicuous, triangular, increasing slowly in size, becoming large, strap-like and changing shape to bluntly conical with the tip curved dorsally and to pointed distally assuming spear-head shape in posterior chaetigers (Plate 1d,g);  posterior branchiae up to twice length of notopodial lobes.<br />
	Abdomen from chaetiger 10 (Plate 1e); abdominal notopodial postchaetal lobes resemble those of thorax but thinner and longer; abdominal neuropodial lobes robust,cylindrical, distally bilobed, both lobes short and blunt with outer lobe narrower (Plate 1 c,d); subpodal flange moderately developed in anterior abdominal chaetigers becoming extremely high and narrow in posterior abdominal chaetigers (Plate 1c), subpodal papillae and interramal cirri lacking. Pygidium not observed.<br />
	Remarks. Currently, five Southern Ocean species (<em>L. kerguelensis, L. kerguelensis minutus, L. mawsoni,  L. geminus </em>and <em>L. banzareae</em>) and one South American species (<em>L. chilensis</em>) in the genus <em>Leitoscoloplos</em> are known thanks to revisionary work of Mackie (1987). Particularly the Southern Ocean species tended to be “lumped” under <em>L. kerguelensis</em> as careful examination of abdomen (which is often mostly incomplete) is necessary to distinguish between different species. Of the species recorded from the region, <em>Leitoscoloplos </em>sp. 1  is most similar to <em>L. kerguelensis</em> in possessing nine thoracic segments, but it can be easily distinguished by much later start of branchiae from chaetigers 17-18 as opposed to 13-15 in <em>L. kerguelensis</em>, as well as by a combination of other characters (see the table below). Falkland Island specimens represent a new species requiring formal description.</p>
<p><strong>Table 1.  Comparison of <em>Leitoscoloplos</em> from Falkland Islands with other species known from the geographic area</strong></p>
<table border=""1"" cellpadding=""0"" cellspacing=""0"" width=""466""><tbody><tr><td>
<p align=""center""><strong>Species</strong></p>
</td>
<td>
<p align=""center""><strong>Prostomium</strong></p>
</td>
<td>
<p align=""center""><strong>Thorax</strong></p>
<p align=""center""><strong>(no. of chaetigers)</strong></p>
</td>
<td>
<p align=""center""><strong>Branchiae</strong></p>
<p align=""center""><strong>(from chaetiger)</strong></p>
</td>
<td>
<p align=""center""><strong>Thoracic neuropodial postchaetal lobes (form)</strong></p>
</td>
<td>
<p align=""center""><strong>Abdominal notopodial postchaetal lobes (form)</strong></p>
</td>
<td>
<p align=""center""><strong>Subpodal flange</strong></p>
</td>
</tr><tr><td>
<p align=""center""><em>L. kerguelensis</em></p>
</td>
<td>
<p align=""center"">blunt</p>
</td>
<td>
<p align=""center"">9</p>
</td>
<td>
<p align=""center"">13-15</p>
</td>
<td>
<p align=""center"">slender, triangular, digitate</p>
</td>
<td>
<p align=""center"">slender, digitate</p>
</td>
<td>
<p align=""center"">rudimentary</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. kerguelensis minuta</em></p>
</td>
<td>
<p align=""center"">blunt</p>
</td>
<td>
<p align=""center"">9</p>
</td>
<td>
<p align=""center"">12-13</p>
</td>
<td>
<p align=""center"">slender, triangular, digitate</p>
</td>
<td>
<p align=""center"">slender, digitate</p>
</td>
<td>
<p align=""center"">rudimentary</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. mawsoni</em></p>
</td>
<td>
<p align=""center"">blunt</p>
</td>
<td>
<p align=""center"">10</p>
</td>
<td>
<p align=""center"">11-12(13)</p>
</td>
<td>
<p align=""center"">robust, triangular, digitate</p>
</td>
<td>
<p align=""center"">robust, triangular, digitate</p>
</td>
<td>
<p align=""center"">rudimentary</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. geminus</em></p>
</td>
<td>
<p align=""center"">blunt</p>
</td>
<td>
<p align=""center"">10</p>
</td>
<td>
<p align=""center"">11-12(13)</p>
</td>
<td>
<p align=""center"">slender, triangular, digitate</p>
</td>
<td>
<p align=""center"">slender, digitate</p>
</td>
<td>
<p align=""center"">narrow</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. banzareae</em></p>
</td>
<td>
<p align=""center"">blunt</p>
</td>
<td>
<p align=""center"">10</p>
</td>
<td>
<p align=""center"">14-15</p>
</td>
<td>
<p align=""center"">slender, triangular, digitate</p>
</td>
<td>
<p align=""center"">slender, digitate-lanceolate</p>
</td>
<td>
<p align=""center"">narrow</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. chilensis</em></p>
</td>
<td>
<p align=""center"">sharp</p>
</td>
<td>
<p align=""center"">15-16</p>
</td>
<td>
<p align=""center"">14</p>
</td>
<td>
<p align=""center"">mammiform-triangular</p>
</td>
<td>
<p align=""center"">foliaceous</p>
</td>
<td>
<p align=""center"">well-developed</p>
</td>
</tr><tr><td>
<p align=""center""><em>L. </em>sp. 1</p>
</td>
<td>
<p align=""center"">sharp</p>
</td>
<td>
<p align=""center"">9</p>
</td>
<td>
<p align=""center"">17-18</p>
</td>
<td>
<p align=""center"">digitate and mammiform</p>
</td>
<td>
<p align=""center"">slender, digitate</p>
</td>
<td>
<p align=""center"">narrow</p>
</td>
</tr></tbody></table><p>Adapted from Mackie (1987)</p>


 ","Leitoscoloplos sp. 1","654","479","Species"
"<a href=""/node/653"">Opheliidae Malmgren, 1867</a>"," <p>There are five species of <em>Ophelina</em> recognised from the Falkland Islands' samples:</p>
<p><em>Ophelina breviata</em> (Ehlers, 1913)<br /><em>Ophelina </em>cf. <em>cylindricaudata</em> (Hansen, 1878, sensu Hartmann-Schröder and Rosenfeldt, 1989)<br /><em>Ophelina farallonensis </em>Blake 2000<br /><em>Ophelina scaphigera</em> Ehlers, 1900<br /><em>Ophelina syringopyge</em> (Ehlers, 1901)</p>


 ","Opheliidae Malmgren 1867","653","189","Family"
"<a href=""/node/652"">Oenonidae Kinberg, 1865</a>"," <p>There are two species of <em>Drilonereis</em> recorded from off the Falkland Islands:</p>
<p><em>Drilonereis tenuis </em>(Ehlers, 1900)</p>
<p><em>Drilonereis </em>sp. 1</p>


 ","Oenonidae Kinberg, 1865","652","464","Family"
"<a href=""/node/651"">Aglaophamus Kinberg, 1865 </a>"," <p><em><strong>Aglaophamus</strong></em> <strong>Kinberg, 1865</strong></p>
<p>Five species of this genus have been recorded from off the Falkland Islands:</p>
<p><em>Aglaophamus</em> cf. <em>peruana</em> (Hartman, 1940)<br /><em>Aglaophamus posterobranchus</em> Hartman, 1967<br /><em>Aglaophamus</em> sp. 1<br /><em>Aglaophamus</em> sp. 2<br /><em>Aglaophamus</em> sp. 3</p>
<p>The table on the Nephtyidae page provides a key to separating the species.</p>


 ","Aglaophamus Kinberg, 1865","651","325","Genus"
"<a href=""/node/650"">Euclymeninae Arwidsson, 1906</a>"," <p>Three species belonging to this subfamily were recorded from the study: <em>Axiothella</em> sp. 1, <em>Praxillella</em> sp. 1 and Euclymeninae sp. 2. This latter identification is based on a incomplete and small specimen.<br />
	 </p>


 ","Euclymeninae Arwidsson, 1906","650","339","Subfamily"
"<a href=""/node/649"">Fabricinuda Fitzhugh, 1990</a>"," <p><strong><em>Fabricinuda </em>Fitzhugh, 1990</strong></p>
<p align=""left""><strong>Overview of <em>Fabricinuda</em> species collected from Falkland Islands in this study</strong></p>
<table border=""1"" cellpadding=""0"" cellspacing=""0""><tbody><tr><td>
				 </td>
<td>
<p align=""center""><strong>Form of collar</strong></p>
</td>
<td>
<p align=""center""><strong>Prostomial eyes +/-</strong></p>
</td>
<td>
<p align=""center""><strong>Pseudospatulate notochaetae +/-</strong></p>
</td>
<td>
<p align=""center""><strong>Pygidial eyes +/-</strong></p>
</td>
</tr><tr><td>
<p align=""center""><strong><em>Fabricinuda</em></strong><strong> sp. 1</strong></p>
</td>
<td>
<p align=""center"">reduced to a low ridge all around, (with lateral notches?)</p>
</td>
<td>
<p align=""center"">prominent black eyes present</p>
</td>
<td>
<p align=""center"">present in ch. 3-8</p>
</td>
<td>
<p align=""center"">pair of small black eyes present</p>
</td>
</tr><tr><td>
<p align=""center""><strong><em>Fabricinuda</em></strong><strong> sp. 2</strong></p>
</td>
<td>
<p align=""center"">reduced to a low ridge all around, entire (except middorsally), ventrally with a large square-shaped pad</p>
</td>
<td>
<p align=""center"">absent or very faint</p>
</td>
<td>
<p align=""center"">present in ch. 3-8</p>
</td>
<td>
<p align=""center"">absent</p>
</td>
</tr></tbody></table><p></p>


 ","Fabricinuda Fitzhugh, 1990","649","242","Genus"
"<a href=""/node/648"">Euphrosinidae Williams, 1852</a>"," <p>There were two species recorded from the Falkland Island surveys:</p>
<p><em>Euphrosine antipoda </em>Kudenov, 1993.</p>
<p><em>Euphrosinopsis</em> cf. <em>crassiseta </em>Kudenov, 1993</p>


 ","Euphrosinidae Williams, 1852","648","429","Family"
"<a href=""/node/647"">Syllinae sp. 1</a>"," <p><strong>Syllinae Rioja, 1925</strong></p>
<p><strong>Syllinae sp. 1</strong></p>
<p><strong>Voucher specimen.</strong>  SEA LION: station 19MFA.</p>
<p><strong>Diagnosis.</strong> Voucher is a single specimen collected, complete, large and robust specimen in good condition; 45mm long and 3.5mm wide (including parapodia) for about 300 chaetigers; all segments very short (crowded); body in alcohol dark yellow with distinct reddish-brown pigmentation dorsally on about 50 chaetigers (most pronounced on first 30 chaetigers), dorsally cirri also heavily pigmented.</p>
<p>Prostomium pentagonal bearing three antennae and two palps. Palps short (about the same length as prostomium), relatively narrow triangular lobes, basally free from each other. Antennae long, distinctly articulated, positioned anteriorly to eyes; lateral antennae slightly shorter than median antenna. Eyes present, 2 pairs of large purple eyes in trapezoid arrangement (anterior and posterior pairs located very close to each other). Pharynx not everted. First segment achaetous laterally with a pair of long, distinctly articulated tentacular cirri (similar to antenna).</p>
<p>Parapodia uniramous, conical; with long, distinctly articulated dorsal cirri of the two types, often alternating –  longer (with around 40 articulations) heavily pigmented and shorter ones, without pigmentation; ventral cirri only weakly articulated, slightly shorter than the tip of parapodia, inserted basally. In mid-body chaetigers parapodia with 3 aciculae not protruding through integument, all with blunt rounded tip. Chaetae all compound falcigers, about 6 per fascicle; all with short, curved, distally unidentae blades, with serrated margins. Pygidium rounded lobe with 2 quite short (extending over the last 10 very crowded segments) articulated lateral anal cirri.</p>
<p><strong>Remarks.</strong> Although FI specimen is in a good condition, assigning it to a named species is difficult due to taxonomic complexities in the absence of observation of proboscis. We are referring this species to subfamily-level morphospecies Syllinae sp. 1.</p>


 ","Syllinae sp. 1","647","501",""
"<a href=""/node/646"">Sphaerosyllis perspicax Ehlers, 1908</a>"," <p><strong><em>Sphaerosyllis perspicax</em> Ehlers, 1908</strong></p>
<p><strong>Voucher.  </strong>SEA LION: station 19MFC</p>
<p><strong>Diagnosis. </strong>Voucher is a complete specimen; very small, slender species; 3mm long and 0.35mm wide for 28 chaetigers, pygidium damaged. Integument papillated; colour in alcohol pale yellow. Prostomium about twice as wide as long bearing three antennae and two palps. Palps fused along their length, short. Antennae smooth, arising nearly at same level, bottle-shaped, of equal size. Two pairs of large red eyes present, arranged in almost straight line, inner pair large, posterior pair smaller; pair of small red eyespots present, positioned anteriorly on prostomium. Pharyngeal tooth located near anterior margin. Proventricle short, extending through chaetigers 2-4.</p>
<p>First segment achaetous laterally with a pair of smooth, short, bottle-shaped tentacular cirri. Parapodia uniramous, short but distinct, conical. Dorsal cirri on chaetiger 2 absent, in other chaetigers bottle-shaped (similar to antennae and dorsal cirri) in anterior chaetigers, becoming progressively elongated and narrow in posterior chaetigers.</p>
<p>Chaetae observed were falcigers with slender, slightly curved, unidentate blades; chaetae often broken off, simple chaetae likely broken off. Acicula clearly observed in posterior chaetigers, where solitary, acuminate. Pygidium damaged.</p>
<p><strong>Remarks. </strong>Falkland Islands specimens agree well with <em>Sphaerosyllis perspicax</em> Ehlers, 1908 described from South Georgia, which probably belongs to <em>Erinaceusyllis </em>according to San Martin (2005). Specimens agree in that anterior dorsal cirri are strongly inflated at their bases and absent form chaetiger 2, the eyes and the antennae are both arranged in line, the palps are completely fused all along their length. Females brooding eggs dorsally, by means of capillary notochaetae were observed in material from Falkland Islands.</p>


 ","Sphaerosyllis perspicax Ehlers, 1908","646","500","Species"
"<a href=""/node/645"">Sphaerodorum olgae Moreira & Parapar, 2011</a>"," <p><strong><em>Sphaerodorum</em></strong><strong> Örsted, 1843</strong></p>
<p><strong><em>Sphaerodorum olgae </em></strong><strong>Moreira & Parapar, 2011</strong></p>
<p><strong>Voucher specimen.</strong> SEA LION: stations 13MFA, 18MFA and 28MFC.</p>
<p><strong>Diagnosis.</strong>  Small-sized species; the largest voucher (13MFA) is a complete specimen with elongated, distally tapering body; voucher specimen 3.5mm long, 0.5 mm wide, for about 40 chaetigers. Body elongated, tapering; body surface papillated; yellowish in ethanol. Prostomium bluntly rounded, fused to peristomium; with median antenna and three pairs of lateral prostomial appendages; all very short, digitiform.</p>
<p>Two macrotubercles per chaetiger; each dorsal to parapodia; spherical to pear-shaped, provided with terminal papilla. From chaetiger 2 posteriorly two microtubercles per chaetiger, dorsal to macrotubercles, with a basal collar and a long terminal papilla. Papillae on all body surfaces. About four irregular rows of about 10 small papillae per each row covering dorsum, relatively densely distributed, additionally about 2 papillae per row between macro- and micro tubercle; in venter about 10 small papillae in about 2-3 irregular rows.</p>
<p>Parapodia uniramous; conical. Parapodia of first chaetiger in ventral position; following parapodia lateral. Parapodia with about 10 digiform papillae on all surfaces. Strongly curved hooks in first chaetiger (one per parapodium), visible in ventral view. Chaetae about 4 per fascicle, many broken off, and those remaining clearly simple, appearing somewhat spear-shaped with small subdistal boss, distal end falciform, pointed.</p>
<p><strong>Remarks. </strong>The specimens are consistent with genus <em>Sphaerodorum</em> Örsted, 1843 as it possesses 2 rows of macortubercles, large hook on chaetiger 1 and simple chaetae, unlike similar genus <em>Ephesiella </em>Chamberlin,1919 which has compound chaetae. This genus is represented in the region by two species <em>Sphaerodorum indutum  </em>Fauchald, 1974 known from Scotia Sea to Peter I Island and <em>S</em>. <em>olgae</em> Moreira & Parapar, 2011 from Bellingshausen Sea. Falkland Islands specimens correspond well to <em>S</em><em>. olgae </em>in the form of recurved hooks on chaetiger 1, form and number of simple chaetae and pattern of papillation on dorsum and parapodia. Full description of <em>S. olgae</em> and comparison with other known species is given by Moreira & Parapar, 2011.</p>


 ","Sphaerodorum olgae Moreira & Parapar, 2011","645","499","Species"
